"No.","Time","Source","Destination","Protocol","Length","Info"
"7033","30.580450","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [ACK] Seq=698439 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7039]"
"7034","30.580450","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [ACK] Seq=699659 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7039]"
"7035","30.580450","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [ACK] Seq=700879 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7039]"
"7036","30.580450","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [PSH, ACK] Seq=702099 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7039]"
"7037","30.580579","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TCP","74","36195  >  443 [ACK] Seq=41671 Ack=703319 Win=2072 Len=0"
"7038","30.595384","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [ACK] Seq=703319 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7039]"
"7039","30.595384","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.2","1294","Application Data"
"7040","30.595384","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [ACK] Seq=705759 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7043]"
"7041","30.595384","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","1294","443  >  36195 [PSH, ACK] Seq=706979 Ack=41671 Win=693 Len=1220 [TCP PDU reassembled in 7043]"
"7042","30.595483","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TCP","74","36195  >  443 [ACK] Seq=41671 Ack=708199 Win=2072 Len=0"
"7043","30.610118","2404:6800:4003:22::6","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.2","530","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"7044","30.610203","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TCP","74","36195  >  443 [ACK] Seq=41671 Ack=708655 Win=2071 Len=0"
"7045","30.659742","182.184.192.40","10.122.1.223","ICMP","1042","Echo (ping) reply    id=0x0001, seq=254/65024, ttl=52 (request in 7021)"
"7046","31.594129","10.122.1.223","182.184.192.40","ICMP","1042","Echo (ping) request  id=0x0001, seq=255/65280, ttl=128 (reply in 7047)"
"7047","31.655650","182.184.192.40","10.122.1.223","ICMP","1042","Echo (ping) reply    id=0x0001, seq=255/65280, ttl=52 (request in 7046)"
"7048","31.684977","37.157.2.14","10.122.1.223","TLSv1.2","93","Application Data"
"7049","31.684977","37.157.2.14","10.122.1.223","TLSv1.2","78","Application Data"
"7050","31.684977","37.157.2.14","10.122.1.223","TCP","54","443  >  35976 [FIN, ACK] Seq=64 Ack=2 Win=142 Len=0"
"7051","31.685102","10.122.1.223","37.157.2.14","TCP","54","35976  >  443 [ACK] Seq=2 Ack=65 Win=260 Len=0"
"7052","31.687838","10.122.1.223","37.157.2.14","TCP","54","35976  >  443 [FIN, ACK] Seq=2 Ack=65 Win=260 Len=0"
"7053","31.705687","38.68.201.140","10.122.1.223","TCP","54","443  >  35945 [FIN, ACK] Seq=1 Ack=2 Win=16159 Len=0"
"7054","31.705775","10.122.1.223","38.68.201.140","TCP","54","35945  >  443 [ACK] Seq=2 Ack=2 Win=257 Len=0"
"7055","31.774219","10.122.1.223","38.68.201.140","TCP","54","35945  >  443 [FIN, ACK] Seq=2 Ack=2 Win=257 Len=0"
"7056","31.777872","10.122.1.223","44.228.249.3","HTTP","748","POST /userinfo.php HTTP/1.1  (application/x-www-form-urlencoded)"
"7057","31.858815","37.157.2.14","10.122.1.223","TCP","54","443  >  35976 [ACK] Seq=65 Ack=3 Win=142 Len=0"
"7058","32.025397","38.68.201.140","10.122.1.223","TCP","54","443  >  35945 [ACK] Seq=2 Ack=3 Win=16159 Len=0"
"7059","32.117383","44.228.249.3","10.122.1.223","TCP","54","80  >  36352 [ACK] Seq=3324 Ack=2014 Win=60800 Len=0"
"7060","32.117383","44.228.249.3","10.122.1.223","TCP","1414","80  >  36352 [ACK] Seq=3324 Ack=2014 Win=60800 Len=1360 [TCP PDU reassembled in 7062]"
"7061","32.134277","44.228.249.3","10.122.1.223","TCP","1414","80  >  36352 [PSH, ACK] Seq=4684 Ack=2014 Win=60800 Len=1360 [TCP PDU reassembled in 7062]"
"7062","32.134277","44.228.249.3","10.122.1.223","HTTP","259","HTTP/1.1 200 OK  (text/html)"
"7063","32.134377","10.122.1.223","44.228.249.3","TCP","54","36352  >  80 [ACK] Seq=2014 Ack=6249 Win=66560 Len=0"
"7064","32.265044","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4018:80f::2004","UDP","91","56110  >  443 Len=29"
"7065","32.282079","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:804::200a","QUIC","172","Protected Payload (KP0), DCID=e7f05b7e79a7c975"
"7066","32.284969","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","1292","Initial, DCID=b5028c6dd1ff3680, PKN: 1, PING, PADDING, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO"
"7067","32.285165","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","1292","Initial, DCID=b5028c6dd1ff3680, PKN: 2, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, PING, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING"
"7068","32.303849","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","TLSv1.3","280","Application Data"
"7069","32.304033","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","TLSv1.3","113","Application Data"
"7070","32.367415","2a00:1450:4018:80f::2004","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","UDP","87","443  >  56110 Len=25"
"7071","32.381701","2a00:1450:4019:804::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","90","Protected Payload (KP0)"
"7072","32.413740","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:804::200a","QUIC","94","Protected Payload (KP0), DCID=e7f05b7e79a7c975"
"7073","32.447710","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1262","Initial, SCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4, PKN: 0, ACK"
"7074","32.477268","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1262","Initial, SCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4, PKN: 1, ACK, CRYPTO"
"7075","32.477268","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1262","Initial, SCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4, PKN: 2, CRYPTO"
"7076","32.477268","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1262","Handshake, SCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7077","32.477268","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1076","Handshake, SCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7078","32.477268","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36366 [ACK] Seq=5939 Ack=2656 Win=131072 Len=0"
"7079","32.477268","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","113","Application Data"
"7080","32.478574","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","1292","Initial, DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4, PKN: 3, ACK, PADDING"
"7081","32.479464","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","114","Handshake, DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7082","32.485128","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","147","Handshake, DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7083","32.485615","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","147","Protected Payload (KP0), DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7084","32.492511","2a00:1450:4019:804::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1288","Protected Payload (KP0)"
"7085","32.492511","2a00:1450:4019:804::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7086","32.492511","2a00:1450:4019:804::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","699","Protected Payload (KP0)"
"7087","32.492511","2a00:1450:4019:804::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","191","Protected Payload (KP0)"
"7088","32.493116","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:804::200a","QUIC","97","Protected Payload (KP0), DCID=e7f05b7e79a7c975"
"7089","32.493364","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:804::200a","QUIC","93","Protected Payload (KP0), DCID=e7f05b7e79a7c975"
"7090","32.507375","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","192","Application Data"
"7091","32.507375","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","1039","Application Data"
"7092","32.507375","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","105","Application Data"
"7093","32.507463","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","TCP","74","36366  >  443 [ACK] Seq=2656 Ack=7092 Win=64256 Len=0"
"7094","32.514616","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","TLSv1.3","109","Application Data"
"7095","32.517334","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","QUIC","1292","Initial, DCID=a4bf558898284281, PKN: 1, PADDING, CRYPTO, PING, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING"
"7096","32.517604","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","QUIC","1292","Initial, DCID=a4bf558898284281, PKN: 2, CRYPTO, PADDING, PING, PING, PING, PING, CRYPTO, PING, CRYPTO, PADDING, PING, PADDING, PING, PING"
"7097","32.518283","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","TLSv1.3","178","Application Data"
"7098","32.518424","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","TLSv1.3","113","Application Data"
"7099","32.594049","2a00:1450:4019:804::200a","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","86","Protected Payload (KP0)"
"7100","32.633030","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","86","Protected Payload (KP0)"
"7101","32.639061","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","111","Protected Payload (KP0)"
"7102","32.639314","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","595","Protected Payload (KP0)"
"7103","32.639314","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","86","Protected Payload (KP0)"
"7104","32.639482","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","111","Protected Payload (KP0), DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7105","32.639902","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","108","Protected Payload (KP0), DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7106","32.640098","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","106","Protected Payload (KP0), DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7107","32.644379","10.122.1.223","182.184.192.40","ICMP","1042","Echo (ping) request  id=0x0001, seq=256/1, ttl=128 (reply in 7117)"
"7108","32.728280","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36366 [ACK] Seq=7092 Ack=2691 Win=131072 Len=0"
"7109","32.732000","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36374 [ACK] Seq=10755 Ack=2865 Win=267008 Len=0"
"7110","32.732156","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36374 [ACK] Seq=10755 Ack=2904 Win=267008 Len=0"
"7111","32.741647","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","102","Initial, SCID=e4bf558898284281, PKN: 1, ACK"
"7112","32.741647","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Initial, SCID=e4bf558898284281, PKN: 2, ACK, PADDING"
"7113","32.741647","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","113","Application Data"
"7114","32.747479","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Initial, SCID=e4bf558898284281, PKN: 3, CRYPTO, PADDING"
"7115","32.748013","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Initial, SCID=e4bf558898284281, PKN: 4, CRYPTO, PADDING"
"7116","32.748773","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","QUIC","1292","Initial, DCID=e4bf558898284281, PKN: 3, ACK, PADDING"
"7117","32.777862","182.184.192.40","10.122.1.223","ICMP","1042","Echo (ping) reply    id=0x0001, seq=256/1, ttl=52 (request in 7107)"
"7118","32.781836","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","TCP","74","36374  >  443 [ACK] Seq=2904 Ack=10794 Win=65536 Len=0"
"7119","32.796050","2606:4700::6811:70e9","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","600","Protected Payload (KP0)"
"7120","32.828596","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2606:4700::6811:70e9","QUIC","106","Protected Payload (KP0), DCID=013bc4dfba3ce289cb3b77dfb13cea1bb23b9be4"
"7121","32.856772","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Handshake, SCID=e4bf558898284281"
"7122","32.856772","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Handshake, SCID=e4bf558898284281"
"7123","32.856772","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Handshake, SCID=e4bf558898284281"
"7124","32.857163","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","937","Protected Payload (KP0)"
"7125","32.857746","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","QUIC","101","Handshake, DCID=e4bf558898284281"
"7126","32.863275","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","QUIC","229","Protected Payload (KP0), DCID=e4bf558898284281"
"7127","32.935607","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","993","Protected Payload (KP0)"
"7128","32.935607","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","183","Protected Payload (KP0)"
"7129","32.935878","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","298","Application Data"
"7130","32.936179","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","105","Application Data"
"7131","32.936179","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TLSv1.3","113","Application Data"
"7132","32.936268","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","TCP","74","36374  >  443 [ACK] Seq=2904 Ack=11088 Win=65280 Len=0"
"7133","32.936503","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","QUIC","93","Protected Payload (KP0), DCID=e4bf558898284281"
"7134","32.940518","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:818::200e","TLSv1.3","113","Application Data"
"7135","32.957961","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","86","Protected Payload (KP0)"
"7136","32.969978","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","411","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7137","33.011911","2a00:1450:4019:818::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","TCP","74","443  >  36374 [ACK] Seq=11088 Ack=2943 Win=267008 Len=0"
"7138","33.077695","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","92","Protected Payload (KP0)"
"7139","33.099947","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","95","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7140","33.257149","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7141","33.257149","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1288","Protected Payload (KP0)"
"7142","33.257149","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7143","33.257149","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7144","33.257149","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","211","Protected Payload (KP0)"
"7145","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1287","Protected Payload (KP0)"
"7146","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7147","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7148","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7149","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7150","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7151","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7152","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7153","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7154","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7155","33.265203","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7156","33.266608","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","98","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7157","33.285207","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","95","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7158","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7159","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7160","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7161","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7162","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7163","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7164","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1164","Protected Payload (KP0)"
"7165","33.286455","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1110","Protected Payload (KP0)"
"7166","33.287554","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","485","Protected Payload (KP0)"
"7167","33.287554","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","362","Protected Payload (KP0)"
"7168","33.287554","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","665","Protected Payload (KP0)"
"7169","33.287554","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1285","Protected Payload (KP0)"
"7170","33.288019","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","94","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7171","33.296791","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7172","33.296791","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7173","33.296791","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7174","33.302755","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7175","33.302755","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7176","33.302755","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7177","33.302755","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7178","33.302755","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7179","33.302755","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","173","Protected Payload (KP0)"
"7180","33.303707","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","96","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7181","33.304166","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","95","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7182","33.328584","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","95","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7183","33.361394","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","88","Protected Payload (KP0)"
"7184","33.393228","2a00:1450:4019:811::200e","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","QUIC","1292","Protected Payload (KP0)"
"7185","33.420676","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4019:811::200e","QUIC","95","Protected Payload (KP0), DCID=ee4a7b7a1f1d098a"
"7186","33.501831","54.169.90.152","10.122.1.223","TCP","54","[TCP Dup ACK 731#1] 443  >  36085 [ACK] Seq=1 Ack=1 Win=114 Len=0"
"7187","33.501961","10.122.1.223","54.169.90.152","TCP","54","[TCP Dup ACK 732#1] 36085  >  443 [ACK] Seq=1 Ack=2 Win=257 Len=0"
"7188","33.516934","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4018:80e::2011","QUIC","329","Protected Payload (KP0), DCID=f352c82a6ea8a872"
"7189","33.520974","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2a00:1450:4018:80f::2004","UDP","91","56110  >  443 Len=29"
"7190","33.537495","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TCP","1414","36195  >  443 [ACK] Seq=41671 Ack=708655 Win=2071 Len=1340 [TCP PDU reassembled in 7191]"
"7191","33.537495","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TLSv1.2","1026","Application Data"
"7192","33.538087","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TCP","1414","36195  >  443 [ACK] Seq=43963 Ack=708655 Win=2071 Len=1340 [TCP PDU reassembled in 7193]"
"7193","33.538087","2402:ad80:1f7:8b48:61bd:6b7b:da86:5eb5","2404:6800:4003:22::6","TLSv1.2","609","Application Data"
